Compound,Date,Negative,Neutral,Positive,Source Account,Text
0.0,2018-06-21 23:12:58+00:00,0.0,1.0,0.0,@FOXTV,RT @STAR: Takin' names and slayin' the selfie game. 📝📸 #NationalSelfieDay #STAR https://t.co/vSkDful01a
0.0,2018-06-21 23:12:50+00:00,0.0,1.0,0.0,@FOXTV,"RT @TheGiftedonFOX: Today's lesson from #TheGifted: power comes from within yourself(ie). ✨🤳 #NationalSelfieDay 
📷: @EmmaDumont https://t.c…"
0.8655,2018-06-21 23:12:40+00:00,0.0,0.717,0.283,@FOXTV,"RT @laurieket: @COSMOSonTV I am so looking forward to the next season of #COSMOS 🌠 I just love hearing my daughter saying ""I love science!"""
0.6114,2018-06-21 23:12:00+00:00,0.0,0.846,0.154,@FOXTV,RT @COSMOSonTV: Happy #FirstDayofSummer from #COSMOS! ☀️🌴 Did you know the Earth is actually at its furthest distance from the Sun on #Summ…
0.3612,2018-06-21 21:30:00+00:00,0.0,0.857,0.143,@FOXTV,"Sounds like you need to tune in to another explosive #OneStrangeRock, Sunday at 7/6c. 👂💥 https://t.co/sViZUtCrQr"
0.0,2018-06-21 20:12:37+00:00,0.0,1.0,0.0,@FOXTV,RT @EmpireFOX: Everyone wants a selfie with royalty. 👑 #Empire #NationalSelfieDay https://t.co/rk7GhLCbYI
0.6114,2018-06-21 20:12:30+00:00,0.0,0.734,0.266,@FOXTV,RT @24HoursFOX: Selfies bring people together — Happy #NationalSelfieDay from #24HoursFOX! 🤳 https://t.co/0MXy8YYr7K
0.8268,2018-06-21 20:01:00+00:00,0.0,0.565,0.435,@FOXTV,"A nostalgic story filled with love and laughter, consider #AChristmasStoryLive! 🎄✨ #FYC https://t.co/Z7S7ZrNwlJ"
0.0,2018-06-21 18:29:00+00:00,0.0,1.0,0.0,@FOXTV,RT if #MalcolmInTheMiddle defined your childhood. #TBT https://t.co/omBQV4IJPO
0.431,2018-06-21 17:05:33+00:00,0.0,0.737,0.263,@FOXTV,There's never a bad time for a 🤳. #NationalSelfieDay #BobsBurgers https://t.co/QFLvGkpnIl
0.6114,2018-06-21 17:05:03+00:00,0.0,0.826,0.174,@FOXTV,"RT @911onFOX: Even after a rough day, the selfie game is ALWAYS on point. 💁🏼‍♂️😂 Happy #NationalSelfieDay from #911onFOX!
📸: @oliverstarkk…"
0.3182,2018-06-21 16:30:01+00:00,0.0,0.827,0.173,@FOXTV,It's make-or-break for these artists. Catch #TheFour tonight at 8/7c. ✨ https://t.co/qFNo2RddlK
0.5859,2018-06-21 14:29:00+00:00,0.0,0.84,0.16,@FOXTV,Can both France and Argentina pull off a win? Find out today: France v Peru at 10am ET and Argentina v Croatia 1pm… https://t.co/YI1yT5QsLG
0.7263,2018-06-21 01:09:59+00:00,0.0,0.621,0.379,@FOXTV,RT @GordonRamsay: They keep getting better and better all season ! #24HoursFOX https://t.co/wxTR89965k
-0.2924,2018-06-21 01:09:54+00:00,0.166,0.834,0.0,@FOXTV,"RT @Meghan_Trainor: Tomorrow!  Don’t miss @TheFourOnFOX ! 
Thursday 8pm EST/7central 
#TheFour  🎶🎉💃🏼 https://t.co/tUNOZEfAZP"
0.3182,2018-06-28 20:40:06+00:00,0.0,0.901,0.099,@nytimes,Emma Gatewood hiking the entire Appalachian Trail by herself in one season at 67 was remarkable enough. But so is t… https://t.co/X9HjGAnhlk
0.0,2018-06-28 20:28:31+00:00,0.0,1.0,0.0,@nytimes,"Breaking News: Multiple people were shot at the Capital-Gazette newspaper in Annapolis, Md., the police said https://t.co/dR8tAPh00Y"
-0.743,2018-06-28 20:24:26+00:00,0.27,0.73,0.0,@nytimes,"Kenny Sale, a model, said he was assaulted by the photographer Mario Testino, who denied any wrongdoing.

“People w… https://t.co/7L6qMUs4kB"
0.0,2018-06-28 20:22:00+00:00,0.0,1.0,0.0,@nytimes,"Kim Rubenstein alleged sexual misconduct by Gordon Edelstein, the artistic director of the Long Wharf Theater in Ne… https://t.co/NPNSb96jD1"
-0.1027,2018-06-28 20:15:04+00:00,0.125,0.766,0.109,@nytimes,"“Your use of this to attack me personally is deeply wrong,” said Rod Rosenstein, who oversees the special counsel i… https://t.co/hqlzdRH2OG"
-0.5574,2018-06-28 20:03:29+00:00,0.175,0.825,0.0,@nytimes,"Gunshots were fired at the Capital Gazette, a newspaper in Annapolis, Md., according to a police spokesman and mult… https://t.co/iDo3ZNIcBA"
-0.3699,2018-06-28 20:00:15+00:00,0.208,0.694,0.098,@nytimes,China’s stock market has now fallen close to levels not seen since a crash shocked global investors 3 years ago https://t.co/zFFoe0opnl
0.2732,2018-06-28 19:50:03+00:00,0.073,0.791,0.136,@nytimes,"Classic architecture, international cuisine, adventurous activities and serious art: This Western New York city is… https://t.co/4hIoOHa2fa"
-0.5719,2018-06-28 19:44:00+00:00,0.144,0.856,0.0,@nytimes,"Vanessa Carlton: ""It feels terrifying to speak on the record. Once you jump off the cliff and you say it, you reali… https://t.co/Jn5xIPKYYP"
0.6369,2018-06-28 19:40:09+00:00,0.0,0.714,0.286,@nytimes,"Another Equifax worker tried to profit off the huge data breach, the SEC says https://t.co/jxvARa4xBc"
-0.7184,2018-06-28 19:30:07+00:00,0.283,0.652,0.065,@nytimes,"In a rare legal move, French authorities have charged the cement giant Lafarge with terrorist financing and crimes… https://t.co/E7nIfk7cjC"
0.2732,2018-06-28 19:20:04+00:00,0.113,0.724,0.163,@nytimes,"The Supreme Court ended a bruising term on Wednesday, one marked by division, disruption and an extraordinary strin… https://t.co/pkmC0iviCK"
0.6369,2018-06-28 19:15:45+00:00,0.0,0.766,0.234,@nytimes,"Helen Donahue, a former Vice Media employee who said a company executive groped her at a party: “It was like every… https://t.co/w5X2INrTuL"
0.0,2018-06-28 19:15:28+00:00,0.0,1.0,0.0,@nytimes,Karin Bruckner spoke about having the architect Richard Meier rub his body up against hers at work. (Meier later ap… https://t.co/GjZBDa3K0D
0.0,2018-06-28 19:10:09+00:00,0.0,1.0,0.0,@nytimes,"Our Politics editor, @patrickhealynyt, answered readers’ questions on The Times’s political coverage and plans for… https://t.co/mZkDGnkxVl"
0.0,2018-06-28 19:00:06+00:00,0.0,1.0,0.0,@nytimes,The group stage of the 2018 World Cup is nearly over. Here is the schedule for the rest of the tournament. https://t.co/dD6jSI9PKB
0.34,2018-06-28 18:50:04+00:00,0.0,0.882,0.118,@nytimes,Investigators with the Department of Homeland Security made an unannounced visit to the home of a former ICE spokes… https://t.co/o7HG8DcdLm
0.0,2018-06-28 18:40:05+00:00,0.0,1.0,0.0,@nytimes,"Jerry Richardson, the owner of the Carolina Panthers who is in the process of selling the team for $2.2 billion, wa… https://t.co/AzhVuSCHZf"
-0.0762,2018-06-28 18:30:07+00:00,0.097,0.903,0.0,@nytimes,"How long can humans live? The limit hasn't been reached, a study finds. https://t.co/9TCvx9XqOR"
-0.5423,2018-06-28 18:24:00+00:00,0.149,0.851,0.0,@nytimes,"Lindsay Meyer, who spoke about Silicon Valley’s culture of harassment: “I was on the verge of getting my big second… https://t.co/7laDAOMham"
0.0,2018-06-28 18:20:01+00:00,0.0,1.0,0.0,@nytimes,"A politician who is trying to get rid of speed cameras around city schools has racked up tickets in March, April an… https://t.co/ojYfTFHPXA"
-0.09,2018-06-28 18:15:09+00:00,0.192,0.665,0.142,@nytimes,England vs. Belgium is a World Cup heavyweight battle. But both teams may be better off losing this game. Live upda… https://t.co/jYUQFuomOS
0.1779,2018-06-28 18:10:01+00:00,0.0,0.909,0.091,@nytimes,"As Amazon continues its pursuit to own everyone and everything, it is buying an online pharmacy, PillPack https://t.co/DL8J5HK4Cp"
0.7351,2018-06-28 18:06:06+00:00,0.0,0.721,0.279,@nytimes,"RT @adamliptak: My look back at the last Supreme Court term, with stunning, telling graphics from @aliciaparlap https://t.co/GD85hKMcjR"
-0.8402,2018-06-28 18:00:11+00:00,0.31,0.69,0.0,@nytimes,"“There was no evidence in our case. And there is no evidence of terrorism here now,” George Takei said. “What the c… https://t.co/8zmgRAg2RK"
-0.8176,2018-06-28 17:55:00+00:00,0.321,0.679,0.0,@nytimes,"Chris Brown said he'd been sexually abused at 17 by the conductor James Levine, who denied the accusations.

""I did… https://t.co/AH3wZri9Zb"
0.0,2018-06-28 17:50:03+00:00,0.0,1.0,0.0,@nytimes,"Setting down his glass of rosé, John Legend performed a handful of songs including “La Vie en Rose” (of course) https://t.co/abH9V8Xfdf"
-0.8442,2018-06-28 17:40:05+00:00,0.426,0.456,0.118,@nytimes,Britain’s intelligence services tolerated and abetted “inexcusable” abuse of terrorism suspects by their American c… https://t.co/UUN0UZXGfE
0.0,2018-06-28 17:30:13+00:00,0.0,1.0,0.0,@nytimes,"2018 is ""officially, extremely canceled"" https://t.co/rSVC5CCQYs"
0.0516,2018-06-28 17:24:00+00:00,0.151,0.647,0.203,@nytimes,Julie Ruvolo spoke about Silicon Valley's use of nondisclosure agreements to resolve harassment claims. She said An… https://t.co/tl2CHXj3wM
0.2263,2018-06-28 17:20:05+00:00,0.111,0.741,0.148,@nytimes,"While students publicly praise ideological classes on Mao, in private many say they find the courses dull and irrel… https://t.co/xTdxiNnBWF"
-0.4449,2018-06-28 17:10:04+00:00,0.163,0.837,0.0,@nytimes,"In 2016, Mitch McConnell repeatedly cited a nonexistent Senate “tradition” of not considering Supreme Court nominee… https://t.co/sTv6lK4plJ"
-0.6908,2018-06-28 17:00:17+00:00,0.26,0.65,0.09,@nytimes,A region that is already home to some of the world’s poorest and hungriest people could face greater misery if noth… https://t.co/cpGqkXyR6L
0.5267,2018-06-28 16:50:05+00:00,0.0,0.827,0.173,@nytimes,"In an effort to help get its millions of packages to shoppers faster, Amazon wants to build an army of delivery peo… https://t.co/RbvjpVp4eM"
-0.2263,2018-06-28 16:46:15+00:00,0.091,0.909,0.0,@nytimes,"Gwyneth Paltrow, who told us how she was expected to keep Harvey Weinstein's unwanted advances a secret, said to se… https://t.co/bKGOwAUWIQ"
0.0,2018-06-28 16:44:00+00:00,0.0,1.0,0.0,@nytimes,"Deborah Harris reported being “berated and humiliated” by Benjamin Genocchio, the executive director of the Armory… https://t.co/6msApPNkyi"
0.7184,2018-06-28 16:40:07+00:00,0.0,0.727,0.273,@nytimes,"Along with the seismic triumph of Alexandria Ocasio-Cortez in New York, Ben Jealous's victory signaled enthusiasm b… https://t.co/QmekU9jkkp"
0.0,2018-06-28 16:30:20+00:00,0.0,1.0,0.0,@nytimes,"The movie ""Rabbit-Proof Fence"" told the story of Daisy Kadibil and 2 other Aboriginal Australians who were taken fr… https://t.co/nn1VtHnfpu"
0.0,2018-06-28 16:20:09+00:00,0.0,1.0,0.0,@nytimes,The identity of a London jogger who pushed a woman into the path of a bus will most likely remain a mystery as the… https://t.co/vqsVpstbNu
0.4019,2018-06-28 16:18:07+00:00,0.0,0.886,0.114,@nytimes,RT @nytopinion: America’s outdated political system allowed Trump and the party of the monocultural country to seize total control of the s…
0.4019,2018-06-28 16:11:30+00:00,0.0,0.87,0.13,@nytimes,"A former aide to Roger Stone, the longtime Trump adviser, was subpoenaed by the Russia special counsel Robert Muell… https://t.co/4ka9Fqovf3"
0.0,2018-06-28 16:04:00+00:00,0.0,1.0,0.0,@nytimes,Drew Dixon: “It’s complicated as a black woman — do you take it for the team? Which is what I did for 22 years. Or… https://t.co/SS8kGESjr1
0.0,2018-06-28 16:00:19+00:00,0.0,1.0,0.0,@nytimes,"For $15-an-hour jobs, a Colorado business owner said she can't find workers. She wants to hire foreigners, but that… https://t.co/TchYbrkgFt"
0.0,2018-06-28 15:50:03+00:00,0.137,0.726,0.137,@nytimes,“My stomach dropped. I know that Trump is hellbent on replacing any justice with somebody who would be a threat to… https://t.co/w2X63n6pa8
0.0,2018-06-28 15:40:09+00:00,0.0,1.0,0.0,@nytimes,Is it lunchtime yet? https://t.co/SyhWokpAiD
0.6249,2018-06-28 15:30:14+00:00,0.0,0.831,0.169,@nytimes,RT @melenar: They kept secrets about powerful men for years. How did it feel to speak their truth? 20 people who said #MeToo tell us what h…
-0.4767,2018-06-28 15:24:00+00:00,0.132,0.817,0.051,@nytimes,Natalie Saibel: “I didn’t want it to be just about me and my validation and my revenge. I wanted others to have a s… https://t.co/3eboAoDwhL
-0.2382,2018-06-28 15:20:06+00:00,0.103,0.897,0.0,@nytimes,"The British Museum's director condemned the modern ivory trade, but defended the decision to preserve existing ivor… https://t.co/t3PEMnNEv3"
-0.34,2018-06-28 15:10:07+00:00,0.112,0.888,0.0,@nytimes,"Fueled by alarm over the separation of migrant children from their parents, local governments around the U.S. are e… https://t.co/WSKI9wdFNb"
0.5574,2018-06-28 15:07:31+00:00,0.0,0.806,0.194,@nytimes,"RT @nytgraphics: After Kennedy's exit, the Supreme Court's center is likely to shift right. https://t.co/OitsndfgFy https://t.co/S2nVlJ9nqo"
0.5574,2018-06-28 15:00:21+00:00,0.0,0.847,0.153,@nytimes,"Given a second Supreme Court vacancy to fill, President Trump appears likely to go down in American history as an u… https://t.co/6bfmHTtiEI"
-0.5423,2018-06-28 14:54:00+00:00,0.163,0.837,0.0,@nytimes,Wendy Walsh was the only woman who spoke publicly about her sexual harassment allegations against Bill O'Reilly in… https://t.co/OMcu063Oh4
0.4357,2018-06-28 14:50:07+00:00,0.0,0.869,0.131,@nytimes,"""We had people running this like a 1998 City Council race and not a 2018 congressional primary,"" said one person in… https://t.co/8DrylxtsZL"
0.0,2018-06-28 14:40:05+00:00,0.0,1.0,0.0,@nytimes,"In Opinion

Op-Ed contributor @emilybazelon writes, ""If ever there were a time for more people to reckon with what… https://t.co/JcZ0WsA1m6"
-0.7783,2018-06-28 14:30:08+00:00,0.306,0.521,0.174,@nytimes,"""Your lenient sentence amounts to a slap on the wrist for a serial rapist whose violent and sadistic sex crimes wil… https://t.co/CSDeridoQY"
-0.5423,2018-06-28 14:26:11+00:00,0.149,0.851,0.0,@nytimes,"Suzette Wright, a Ford factory worker in the 1990s, who told The Times about the culture of harassment there.

“I k… https://t.co/Hrv592mELh"
0.5574,2018-06-28 14:15:08+00:00,0.0,0.714,0.286,@nytimes,Here’s a list of potential nominees for the Supreme Court https://t.co/peIklM0Y8Y
0.0,2018-06-28 14:00:19+00:00,0.0,1.0,0.0,@nytimes,"""There was nobody who could shut her up,"" Alexandria Ocasio-Cortez's mother said. ""I saw the political tendencies s… https://t.co/CInqv6zLaG"
0.0,2018-06-28 13:55:02+00:00,0.0,1.0,0.0,@nytimes,It's win-and-you're-in for Senegal and Colombia today. Follow here for live updates: https://t.co/L4dGBR1uGP
-0.3182,2018-06-28 13:45:09+00:00,0.103,0.897,0.0,@nytimes,"The men were shunned, fired and swept aside. But what happened to their accusers? 20 people reveal what came after… https://t.co/L3GkDJwnGL"
0.2486,2018-06-28 13:31:07+00:00,0.121,0.707,0.172,@nytimes,"For Republicans, the timing of Justice Kennedy's retirement couldn't be better: A conservative nominee could energi… https://t.co/qdx3FFDwXe"
0.0,2018-06-28 13:20:10+00:00,0.0,1.0,0.0,@nytimes,Facebook said it would halt its internet drone project. A plant in western England where the planes were being manu… https://t.co/DU3v4agdhM
0.0,2018-06-28 13:10:03+00:00,0.0,1.0,0.0,@nytimes,Soccer is full of African players at the highest level. But there are just 2 African coaches at the World Cup: Sene… https://t.co/BHQT5nmyKQ
0.4767,2018-06-28 13:02:00+00:00,0.0,0.871,0.129,@nytimes,"Ashley Judd was the first actress to go on the record about Harvey Weinstein.

""I trusted that things would fall in… https://t.co/E2bBRI4UUb"
0.0,2018-06-28 13:00:15+00:00,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/ZaAKBWMWfG https://t.co/kVzZTLLGTa
0.0258,2018-06-28 13:00:07+00:00,0.0,0.942,0.058,@nytimes,Officials are considering drilling through the mountaintop to reach the boys and their coach who have been trapped… https://t.co/TV6om0EKbA
0.0,2018-06-28 12:40:52+00:00,0.0,1.0,0.0,@nytimes,"Breaking News: President Trump will hold one-on-one talks with President Vladimir Putin in Helsinki on July 16, the… https://t.co/2seUKRiXWS"
0.0,2018-06-28 12:30:08+00:00,0.0,1.0,0.0,@nytimes,"Chobani, the Greek yogurt maker with progressive workplace policies and a large refugee workforce, has a major new… https://t.co/bCKLCCa1X1"
0.25,2018-06-28 12:15:07+00:00,0.095,0.714,0.19,@nytimes,White supremacist groups are increasingly using propaganda like fliers and posters to spread bigoted messages on co… https://t.co/ZP9NOxhMif
0.5574,2018-06-28 12:10:04+00:00,0.0,0.825,0.175,@nytimes,"Your daily @DealBook Briefing:

• Corporate America is getting the Supreme Court it wants. 

• How Trump is trying… https://t.co/FxCC8LNAx5"
0.0,2018-06-28 12:08:04+00:00,0.0,1.0,0.0,@nytimes,Video: Anthony Kennedy's legacy https://t.co/aNa4yGsTIG
0.0,2018-06-28 11:44:05+00:00,0.0,1.0,0.0,@nytimes,They said #MeToo. Now they're telling us what happened next. https://t.co/D8p5Jl6G2k
0.807,2018-06-28 11:31:09+00:00,0.0,0.759,0.241,@nytimes,"""I'm very honored that he chose to do it during my term in office because he felt confident for me to make the righ… https://t.co/Cw9j1e7JgL"
0.34,2018-06-28 11:23:40+00:00,0.0,0.882,0.118,@nytimes,18 women and 2 men told us what they experienced after they shared their harrowing stories. Here’s how saying… https://t.co/HwjAeUaLL1
-0.1779,2018-06-28 11:21:04+00:00,0.096,0.904,0.0,@nytimes,"A video shows Elaine Chao defending Mitch McConnell, her husband, as students confront them on Georgetown Universit… https://t.co/C8o9nxWl3Z"
0.7906,2018-06-28 11:11:06+00:00,0.0,0.682,0.318,@nytimes,Justice Anthony Kennedy has often been considered the Supreme Court's ideological center. His retirement could fund… https://t.co/tEvfHFKo4z
-0.4215,2018-06-28 11:00:03+00:00,0.118,0.882,0.0,@nytimes,A Kansas City immigration lawyer said she broke her foot after being pushed to the ground by an ICE officer. She wa… https://t.co/y4VEQzwkHi
0.0,2018-06-28 10:49:03+00:00,0.0,1.0,0.0,@nytimes,"""I must take responsibility for this,"" said Joachim Löw, the German coach, after his team crashed out of the World… https://t.co/1SRINc9x29"
0.0,2018-06-28 10:40:05+00:00,0.0,1.0,0.0,@nytimes,"Fans heaved the South Korean consul general onto their shoulders and danced him through the streets. ""Coreano, herm… https://t.co/WGtqPYDiOK"
0.6369,2018-06-28 10:30:06+00:00,0.0,0.679,0.321,@nytimes,Australia approved sweeping national security legislation that bans foreign interference in politics https://t.co/t2j4d0Mvhe
0.0,2018-06-28 10:14:06+00:00,0.0,1.0,0.0,@nytimes,The Netherlands is the latest European nation to pass a law that directly affects the lives of Muslim women https://t.co/PiiGu2r5Gl
0.0,2018-06-28 10:00:07+00:00,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/8Wv8yNBKcJ https://t.co/z5FajAaMrR
-0.2732,2018-06-28 09:44:04+00:00,0.14,0.86,0.0,@nytimes,"We know what became of the accused men, the alleged perpetrators. But as the #MeToo movement grew, what happened to… https://t.co/jQaLI7UXAt"
0.6486,2018-06-28 09:30:08+00:00,0.0,0.762,0.238,@nytimes,Justice Kennedy joined both the conservative and liberal blocs of justices to provide a decisive vote in several la… https://t.co/cWvw3mqzRh
-0.6369,2018-06-28 09:14:05+00:00,0.222,0.726,0.052,@nytimes,It is the paradox of Europe's migration crisis: The actual number of arriving migrants is back to its pre-2015 leve… https://t.co/wxJwXc4894
0.34,2018-06-28 09:00:06+00:00,0.0,0.876,0.124,@nytimes,A photo showed a security guard standing several feet behind civilians who were apparently trying to seize a man su… https://t.co/S628l58jPu
0.0,2018-06-28 08:52:40+00:00,0.0,1.0,0.0,@nytimes,"Now China has control of territory just a few hundred miles off the shores of its rival, India, and a strategic foo… https://t.co/LfWiF1imkO"
0.7579,2018-06-28 08:51:51+00:00,0.0,0.772,0.228,@nytimes,The case is one of the most vivid examples of China’s ambitious use of loans and aid to gain influence around the w… https://t.co/m4tE4cY0tK
0.0,2018-06-28 08:50:55+00:00,0.0,1.0,0.0,@nytimes,"Now, a months-long Times investigation shows how China and the companies under its control ensured their interests… https://t.co/SdhiZg0l8P"
-0.6486,2018-06-28 08:44:03+00:00,0.249,0.751,0.0,@nytimes,"Sri Lanka had struggled to pay its debt to Chinese firms. So in December, it handed over a strategic port and 15,00… https://t.co/QkijOn6akx"
-0.6705,2018-06-28 08:31:08+00:00,0.176,0.824,0.0,@nytimes,"RT @nytimesworld: In 2017, more than 10,000 children were either killed or maimed worldwide, a new U.N. report on children and armed confli…"
0.4215,2018-06-28 08:15:08+00:00,0.0,0.872,0.128,@nytimes,Joe Jackson molded his sons into the immensely popular Jackson 5 and helped launch his son Michael and his daughter… https://t.co/pxODRcgKSf
-0.6597,2018-06-28 08:02:03+00:00,0.221,0.779,0.0,@nytimes,"In February, Poland made it illegal to accuse the Polish nation of complicity in the Holocaust. On Wednesday, the n… https://t.co/fENYYcFXfm"
-0.743,2018-06-28 07:47:25+00:00,0.326,0.674,0.0,@nytimes,Runaway inflation has thrown Venezuela into chaos and made food and medicine desperately scarce… https://t.co/IrC5zzIVYZ
0.1531,2018-06-28 07:32:01+00:00,0.119,0.738,0.143,@nytimes,The president of South Sudan and his former vice president have signed a peace deal. Many worry that a lasting reso… https://t.co/SfCGQ40yKG
-0.802,2018-06-28 07:17:02+00:00,0.339,0.661,0.0,@nytimes,It was supposed to be a debate on assigning blame for chemical weapons attacks. Russia turned it into a discussion… https://t.co/NrzUoMQhlg
0.0,2018-06-28 07:02:01+00:00,0.0,1.0,0.0,@nytimes,"Japan's Hayabusa2 spacecraft has arrived at the Ryugu asteroid, sending back views of its dimpled and rock-strewn s… https://t.co/iNlfXSkzXp"
0.0,2018-06-28 06:47:53+00:00,0.0,1.0,0.0,@nytimes,Scientists have captured the clearest and most detailed image yet of Zika. The work could contribute to the develop… https://t.co/yO6d6wYVSb
0.0,2018-06-28 06:31:18+00:00,0.0,1.0,0.0,@nytimes,A guide to some of the biggest blockchain projects outside of Bitcoin https://t.co/5Z19OyPcdR
0.4404,2018-06-28 06:14:25+00:00,0.0,0.868,0.132,@nytimes,"Lindsay Lohan is turning 32 in July. For the first time in her life, she says she feels safe. https://t.co/O32euKaKTp"
